I SGx1 SGy1 EB1 CHROM_X CHROM_Y ALPHA0 ALPHA1
 1.000000000000000 0.0000000000000000E+000 0.0000000000000000E+000 0.0000000000000000E+000 -16.98553477910305 -16.66627296733997 0.1904103030968972E-001 0.9297338033591689E-001
 2.000000000000000 0.1000000000000000E-002 0.0000000000000000E+000 0.0000000000000000E+000 -12.90470845257480 -17.46766512770581 0.1904103030968972E-001 0.6426781153126671E-001
 3.000000000000000 0.2000000000000000E-002 0.0000000000000000E+000 0.0000000000000000E+000 -8.823882022195651 -18.26905731107701 0.1904103030968972E-001 0.3556224199657177E-001
 4.000000000000000 0.3000000000000000E-002 0.0000000000000000E+000 0.0000000000000000E+000 -4.743055213354271 -19.07044957130770 0.1904103030968972E-001 0.6856669800095084E-002
 5.000000000000000 0.4000000000000000E-002 0.0000000000000000E+000 0.0000000000000000E+000 -.6622287998293763 -19.87184175365261 0.1904103030968972E-001 -.2184889961567680E-001
 6.000000000000000 0.5000000000000000E-002 0.0000000000000000E+000 0.0000000000000000E+000  3.418597636633096 -20.67323393973848 0.1904103030968972E-001 -.5055446919292814E-001
 7.000000000000000 0.6000000000000000E-002 0.0000000000000000E+000 0.0000000000000000E+000  7.499424086185599 -21.47462612914203 0.1904103030968972E-001 -.7926003886209849E-001
 8.000000000000000 0.7000000000000000E-002 0.0000000000000000E+000 0.0000000000000000E+000  11.58025053882358 -22.27601831740919 0.1904103030968972E-001 -.1079656085532956
 9.000000000000000 0.8000000000000000E-002 0.0000000000000000E+000 0.0000000000000000E+000  15.66107700656140 -23.07741050889480 0.1904103030968972E-001 -.1366711783506655
 10.00000000000000 0.9000000000000001E-002 0.0000000000000000E+000 0.0000000000000000E+000  19.74190343215050 -23.87880269286812 0.1904103030968972E-001 -.1653767478514286
