I ETA1 quadKx quadKy quadKz
 1.000000000000000  1.063847423441341 0.6620362032444376E-002 0.1226169712976144E-001 -.2194927795002183E-001
 2.000000000000000  1.071727701470072 0.7004579694315148E-002 0.1036060303711710E-001 -.2213678667706069E-001
 3.000000000000000  1.079607979734217 0.7388797367909001E-002 0.8459508893804833E-002 -.2232429492213064E-001
 4.000000000000000  1.087488258762786 0.7773015078529073E-002 0.6558414571605846E-002 -.2251180386103888E-001
 5.000000000000000  1.095368537024694 0.8157232751937124E-002 0.4657320433884116E-002 -.2269931260123571E-001
 6.000000000000000  1.103248815320713 0.8541450426975055E-002 0.2756226286184868E-002 -.2288682126140256E-001
 7.000000000000000  1.111129093652044 0.8925668103961421E-002 0.8551321316881481E-003 -.2307432945731234E-001
 8.000000000000000  1.119009371966053 0.9309885779852317E-002 -.1045962022610140E-002 -.2326183829698027E-001
 9.000000000000000  1.126889650312596 0.9694103457329762E-002 -.2947056184209592E-002 -.2344934686589141E-001
 10.00000000000000  1.134769928587916 0.1007832113115717E-001 -.4848150326777946E-002 -.2363685582360159E-001
