# number of rays:       5
# iteration   ray    X              A              Y              B              T              D
         0      0  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
         0      1  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
         0      2  0.0000000E+00  0.0000000E+00  0.1000000E-02  0.0000000E+00  0.0000000E+00  0.0000000E+00
         0      3  0.0000000E+00  0.0000000E+00  0.2000000E-02  0.0000000E+00  0.0000000E+00  0.0000000E+00
         0      4  0.0000000E+00  0.0000000E+00  0.5000000E-02  0.0000000E+00  0.0000000E+00  0.0000000E+00

        10      0  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
        10      1  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
        10      2  0.1906081E-06  0.1165120E-06  0.7842642E-03 -0.4414396E-04 -0.2425957E-03  0.1599379E-08
        10      3  0.7621431E-06  0.4653864E-06  0.1565910E-02 -0.8880900E-04 -0.9703806E-03  0.6398707E-08
        10      4  0.4750952E-05  0.2879611E-05  0.3868900E-02 -0.2311387E-03 -0.6064783E-02  0.4004413E-07

        20      0  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
        20      1  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
        20      2 -0.2983574E-06  0.1346163E-06  0.5592912E-03 -0.8776816E-04 -0.4829957E-03  0.3200070E-08
        20      3 -0.1193851E-05  0.5375379E-06  0.1113153E-02 -0.1765608E-03 -0.1931978E-02  0.1280268E-07
        20      4 -0.7479023E-05  0.3318628E-05  0.2687749E-02 -0.4593089E-03 -0.1207466E-01  0.8012182E-07

        30      0  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
        30      1  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
        30      2  0.1062651E-06 -0.7492914E-07  0.3277312E-03 -0.1303585E-03 -0.7212209E-03  0.4799714E-08
        30      3  0.4239603E-06 -0.3016940E-06  0.6471325E-03 -0.2622073E-03 -0.2884876E-02  0.1920232E-07
        30      4  0.2603728E-05 -0.1972670E-05  0.1471892E-02 -0.6815291E-03 -0.1803018E-01  0.1201652E-06

        40      0  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
        40      1  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
        40      2  0.1273403E-07  0.1070188E-06  0.9231133E-04 -0.1714136E-03 -0.9572910E-03  0.6395998E-08
        40      3  0.5255619E-07  0.4248758E-06  0.1733994E-03 -0.3447296E-03 -0.3829154E-02  0.2558821E-07
        40      4  0.4030472E-06  0.2514842E-05  0.2370200E-03 -0.8949522E-03 -0.2393184E-01  0.1601080E-06

        50      0  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
        50      1  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
        50      2 -0.2693873E-06 -0.2321359E-07 -0.1441958E-03 -0.2104500E-03 -0.1191231E-02  0.7986769E-08
        50      3 -0.1076463E-05 -0.9587669E-07 -0.3024007E-03 -0.4231439E-03 -0.4764911E-02  0.3195160E-07
        50      4 -0.6674480E-05 -0.7315444E-06 -0.1000922E-02 -0.1096819E-02 -0.2978029E-01  0.1998889E-06

        60      0  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
        60      1  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
