I SGx1 SGy1 SGx2 EB1 CHROM_X CHROM_Y ALPHA0 ALPHA1 ETA1
 13.00000000000000 0.0000000000000000E+000 -.1200000000000000E-001 0.0000000000000000E+000  132.6850000000000 -16.63917479011115 -14.67377129989801 0.6449041532277303E-002 0.1680905320810624  1.017469332374643
 14.00000000000000 0.0000000000000000E+000 -.1300000000000000E-001 0.0000000000000000E+000  132.6850000000000 -16.73865809078958 -14.27726330078182 0.6449041532277303E-002 0.1691170493368576  1.018495849630439
 15.00000000000000 0.0000000000000000E+000 -.1400000000000001E-001 0.0000000000000000E+000  132.6850000000000 -16.83814139146811 -13.88075530166549 0.6449041532277303E-002 0.1701435665926556  1.019522366886236
 16.00000000000000 0.0000000000000000E+000 -.1500000000000001E-001 0.0000000000000000E+000  132.6850000000000 -16.93762469214653 -13.48424730254922 0.6449041532277303E-002 0.1711700838484520  1.020548884142033
 17.00000000000000 0.0000000000000000E+000 -.1600000000000001E-001 0.0000000000000000E+000  132.6850000000000 -17.03710799282500 -13.08773930343296 0.6449041532277303E-002 0.1721966011042499  1.021575401397831
 18.00000000000000 0.0000000000000000E+000 -.1700000000000001E-001 0.0000000000000000E+000  132.6850000000000 -17.13659129350345 -12.69123130431670 0.6449041532277303E-002 0.1732231183600467  1.022601918653627
 19.00000000000000 0.0000000000000000E+000 -.1800000000000001E-001 0.0000000000000000E+000  132.6850000000000 -17.23607459418194 -12.29472330520043 0.6449041532277303E-002 0.1742496356158434  1.023628435909424
 20.00000000000000 0.0000000000000000E+000 -.1900000000000001E-001 0.0000000000000000E+000  132.6850000000000 -17.33555789486038 -11.89821530608417 0.6449041532277303E-002 0.1752761528716402  1.024654953165221
 21.00000000000000 0.0000000000000000E+000 -.2000000000000001E-001 0.0000000000000000E+000  132.6850000000000 -17.43504119553885 -11.50170730696786 0.6449041532277303E-002 0.1763026701274370  1.025681470421018
 22.00000000000000 0.0000000000000000E+000 -.2100000000000001E-001 0.0000000000000000E+000  132.6850000000000 -17.53452449621735 -11.10519930785160 0.6449041532277303E-002 0.1773291873832334  1.026707987676814
 23.00000000000000 0.0000000000000000E+000 -.2200000000000001E-001 0.0000000000000000E+000  132.6850000000000 -17.63400779689579 -10.70869130873534 0.6449041532277303E-002 0.1783557046390302  1.027734504932611
 24.00000000000000 0.0000000000000000E+000 -.2300000000000001E-001 0.0000000000000000E+000  132.6850000000000 -17.73349109757426 -10.31218330961907 0.6449041532277303E-002 0.1793822218948258  1.028761022188407
 25.00000000000000 0.0000000000000000E+000 -.2400000000000001E-001 0.0000000000000000E+000  132.6850000000000 -17.83297439825273 -9.915675310502715 0.6449041532277303E-002 0.1804087391506234  1.029787539444204
 26.00000000000000 0.0000000000000000E+000 -.2500000000000002E-001 0.0000000000000000E+000  132.6850000000000 -17.93245769893118 -9.519167311386454 0.6449041532277303E-002 0.1814352564064205  1.030814056700001
 27.00000000000000 0.0000000000000000E+000 -.2600000000000002E-001 0.0000000000000000E+000  132.6850000000000 -18.03194099960965 -9.122659312270230 0.6449041532277303E-002 0.1824617736622169  1.031840573955798
 28.00000000000000 0.0000000000000000E+000 -.2700000000000002E-001 0.0000000000000000E+000  132.6850000000000 -18.13142430028810 -8.726151313153961 0.6449041532277303E-002 0.1834882909180152  1.032867091211596
 29.00000000000000 0.0000000000000000E+000 -.2800000000000002E-001 0.0000000000000000E+000  132.6850000000000 -18.23090760096658 -8.329643314037666 0.6449041532277303E-002 0.1845148081738120  1.033893608467393
 30.00000000000000 0.0000000000000000E+000 -.2900000000000002E-001 0.0000000000000000E+000  132.6850000000000 -18.33039090164505 -7.933135314921392 0.6449041532277303E-002 0.1855413254296084  1.034920125723189
