I SGx1 SGy1 SGx2 EB1 CHROM_X CHROM_Y ALPHA0 ALPHA1 ETA1
 1.000000000000000 0.0000000000000000E+000 0.0000000000000000E+000 0.0000000000000000E+000  132.6850000000000 -15.44537518196959 -19.43186728929334 0.6449041532277303E-002 0.1557723250114987  1.005151125305080
 2.000000000000000 0.0000000000000000E+000 -.1000000000000000E-002 0.0000000000000000E+000  132.6850000000000 -15.54485848264803 -19.03535929017715 0.6449041532277303E-002 0.1567988422672970  1.006177642560878
 3.000000000000000 0.0000000000000000E+000 -.2000000000000000E-002 0.0000000000000000E+000  132.6850000000000 -15.64434178332651 -18.63885129106082 0.6449041532277303E-002 0.1578253595230935  1.007204159816674
 4.000000000000000 0.0000000000000000E+000 -.3000000000000000E-002 0.0000000000000000E+000  132.6850000000000 -15.74382508400499 -18.24234329194455 0.6449041532277303E-002 0.1588518767788898  1.008230677072471
 5.000000000000000 0.0000000000000000E+000 -.4000000000000000E-002 0.0000000000000000E+000  132.6850000000000 -15.84330838468345 -17.84583529282821 0.6449041532277303E-002 0.1598783940346866  1.009257194328268
 6.000000000000000 0.0000000000000000E+000 -.5000000000000000E-002 0.0000000000000000E+000  132.6850000000000 -15.94279168536191 -17.44932729371200 0.6449041532277303E-002 0.1609049112904834  1.010283711584064
 7.000000000000000 0.0000000000000000E+000 -.6000000000000000E-002 0.0000000000000000E+000  132.6850000000000 -16.04227498604035 -17.05281929459565 0.6449041532277303E-002 0.1619314285462809  1.011310228839862
 8.000000000000000 0.0000000000000000E+000 -.7000000000000000E-002 0.0000000000000000E+000  132.6850000000000 -16.14175828671882 -16.65631129547933 0.6449041532277303E-002 0.1629579458020777  1.012336746095658
 9.000000000000000 0.0000000000000000E+000 -.8000000000000000E-002 0.0000000000000000E+000  132.6850000000000 -16.24124158739729 -16.25980329636312 0.6449041532277303E-002 0.1639844630578741  1.013363263351455
 10.00000000000000 0.0000000000000000E+000 -.9000000000000001E-002 0.0000000000000000E+000  132.6850000000000 -16.34072488807575 -15.86329529724686 0.6449041532277303E-002 0.1650109803136713  1.014389780607252
 11.00000000000000 0.0000000000000000E+000 -.1000000000000000E-001 0.0000000000000000E+000  132.6850000000000 -16.44020818875421 -15.46678729813056 0.6449041532277303E-002 0.1660374975694692  1.015416297863050
 12.00000000000000 0.0000000000000000E+000 -.1100000000000000E-001 0.0000000000000000E+000  132.6850000000000 -16.53969148943270 -15.07027929901430 0.6449041532277303E-002 0.1670640148252656  1.016442815118846
